time,G(i),H_sun,T2m,WS10m,Int
20200723:0309,0.0,0.0,28.54,3.24,0.0
20200723:0409,0.0,0.0,27.62,3.52,0.0
20200723:0509,0.0,0.0,26.88,3.72,0.0
20200723:0609,108.25,14.27,27.11,3.66,0.0
20200723:0709,308.04,26.67,30.38,4.07,0.0
20200723:0809,534.02,39.28,33.55,4.21,0.0
20200723:0909,734.04,51.88,35.85,4.28,0.0
20200723:1009,873.07,64.09,37.69,4.34,0.0
20200723:1109,975.6,74.45,39.15,4.41,0.0
20200723:1209,996.35,76.98,40.21,4.48,0.0
20200723:1309,916.59,68.65,40.95,4.55,0.0
20200723:1409,791.69,56.89,41.25,4.48,0.0
20200723:1509,615.12,44.37,41.36,4.07,0.0
20200723:1609,390.7,31.73,41.19,3.52,0.0
20200723:1709,183.57,19.22,40.88,3.03,0.0
20200723:1809,40.73,7.05,40.34,3.72,0.0
20200723:1909,0.0,0.0,38.52,5.03,0.0
20200723:2009,0.0,0.0,37.06,5.52,0.0
20200723:2109,0.0,0.0,35.65,5.52,0.0
20200723:2209,0.0,0.0,34.29,5.31,0.0
20200723:2309,0.0,0.0,33.01,4.97,0.0
20200724:0009,0.0,0.0,31.8,4.62,0.0
20200724:0109,0.0,0.0,30.62,4.14,0.0
20200724:0209,0.0,0.0,29.45,3.52,0.0
20200724:0309,0.0,0.0,28.15,2.48,0.0
20200724:0409,0.0,0.0,26.79,2.21,0.0
20200724:0509,0.0,0.0,25.82,2.76,0.0
20200724:0609,105.38,14.16,25.6,2.69,0.0
20200724:0709,322.78,26.57,27.84,1.38,0.0
20200724:0809,559.05,39.18,30.44,2.07,0.0
20200724:0909,763.88,51.78,32.33,3.17,0.0
20200724:1009,900.36,63.97,34.25,4.21,0.0
20200724:1109,999.62,74.28,35.9,4.83,0.0
20200724:1209,1005.24,76.79,37.15,4.97,0.0
20200724:1309,940.52,68.53,38.05,4.83,0.0
20200724:1409,832.35,56.79,38.66,4.48,0.0
20200724:1509,636.71,44.28,38.95,4.28,0.0
20200724:1609,401.56,31.64,38.97,4.34,0.0
20200724:1709,187.18,19.13,38.71,4.62,0.0
20200724:1809,40.73,6.95,38.05,5.24,0.0
20200724:1909,0.0,0.0,37.49,4.62,0.0
20200724:2009,0.0,0.0,36.02,5.31,0.0
20200724:2109,0.0,0.0,34.7,5.52,0.0
20200724:2209,0.0,0.0,33.44,5.38,0.0
20200724:2309,0.0,0.0,32.19,4.76,0.0
20200725:0009,0.0,0.0,30.87,4.0,0.0
20200725:0109,0.0,0.0,29.59,3.45,0.0
20200725:0209,0.0,0.0,28.35,3.03,0.0
20200725:0309,0.0,0.0,27.11,2.69,0.0
20200725:0409,0.0,0.0,26.03,2.55,0.0
20200725:0509,0.0,0.0,25.21,2.76,0.0
20200725:0609,106.06,14.05,25.18,3.03,0.0
20200725:0709,323.27,26.46,27.91,3.59,0.0
20200725:0809,549.05,39.08,30.82,4.21,0.0
20200725:0909,757.8,51.68,33.09,4.48,0.0
20200725:1009,885.62,63.84,35.17,4.55,0.0
20200725:1109,977.85,74.1,36.9,4.97,0.0
20200725:1209,987.98,76.59,37.98,5.17,0.0
20200725:1309,924.41,68.39,38.67,5.17,0.0
20200725:1409,820.48,56.69,39.08,4.97,0.0
20200725:1509,635.04,44.19,39.22,4.62,0.0
20200725:1609,406.09,31.55,39.07,4.21,0.0
20200725:1709,189.17,19.04,38.68,3.86,0.0
20200725:1809,39.82,6.84,38.08,3.72,0.0
20200725:1909,0.0,0.0,36.63,3.52,0.0
20200725:2009,0.0,0.0,35.19,3.86,0.0
20200725:2109,0.0,0.0,33.86,4.0,0.0
20200725:2209,0.0,0.0,32.66,4.0,0.0
20200725:2309,0.0,0.0,31.52,3.72,0.0
20200726:0009,0.0,0.0,30.38,3.45,0.0
20200726:0109,0.0,0.0,29.21,3.03,0.0
20200726:0209,0.0,0.0,27.93,2.62,0.0
20200726:0309,0.0,0.0,26.73,2.28,0.0
20200726:0409,0.0,0.0,26.44,2.07,0.0
20200726:0509,0.0,0.0,26.46,1.79,0.0
20200726:0609,104.19,13.94,27.08,1.52,0.0
20200726:0709,325.44,26.36,28.25,1.59,0.0
20200726:0809,558.06,38.98,32.12,2.28,0.0
20200726:0909,766.34,51.58,34.5,3.1,0.0
20200726:1009,899.16,63.72,36.35,3.72,0.0
20200726:1109,1004.35,73.92,37.58,3.79,0.0
20200726:1209,1008.9,76.38,38.37,3.52,0.0
20200726:1309,944.03,68.26,38.94,3.38,0.0
20200726:1409,835.89,56.59,39.36,3.38,0.0
20200726:1509,644.41,44.1,39.55,3.52,0.0
20200726:1609,407.09,31.46,39.46,3.66,0.0
20200726:1709,186.54,18.93,39.1,3.86,0.0
20200726:1809,38.92,6.73,38.46,4.0,0.0
20200726:1909,0.0,0.0,37.2,3.86,0.0
20200726:2009,0.0,0.0,35.83,3.79,0.0
20200726:2109,0.0,0.0,34.56,3.72,0.0
20200726:2209,0.0,0.0,33.32,3.59,0.0
20200726:2309,0.0,0.0,32.13,3.38,0.0
20200727:0009,0.0,0.0,30.98,3.24,0.0
20200727:0109,0.0,0.0,29.9,3.1,0.0
20200727:0209,0.0,0.0,28.88,3.1,0.0
20200727:0309,0.0,0.0,27.94,3.17,0.0
20200727:0409,0.0,0.0,27.1,3.31,0.0
20200727:0509,0.0,0.0,26.31,3.31,0.0
20200727:0609,104.93,13.83,26.25,3.17,0.0
20200727:0709,318.31,26.26,29.21,2.62,0.0
20200727:0809,541.34,38.88,33.75,2.9,0.0
20200727:0909,736.35,51.47,36.21,3.45,0.0
20200727:1009,884.74,63.59,37.69,3.93,0.0
20200727:1109,978.16,73.74,38.67,3.66,0.0
20200727:1209,994.21,76.17,39.34,3.17,0.0
20200727:1309,929.45,68.11,39.84,2.76,0.0
20200727:1409,806.74,56.48,40.22,2.55,0.0
20200727:1509,626.21,44.0,40.37,2.34,0.0
20200727:1609,400.29,31.36,40.34,2.28,0.0
20200727:1709,186.09,18.83,40.12,2.55,0.0
20200727:1809,38.01,6.61,39.64,3.24,0.0
20200727:1909,0.0,0.0,38.27,4.41,0.0
20200727:2009,0.0,0.0,36.8,4.9,0.0
20200727:2109,0.0,0.0,35.48,5.17,0.0
20200727:2209,0.0,0.0,34.34,5.17,0.0
20200727:2309,0.0,0.0,33.3,4.9,0.0
20200728:0009,0.0,0.0,32.32,4.69,0.0
20200728:0109,0.0,0.0,31.44,4.55,0.0
20200728:0209,0.0,0.0,30.6,4.41,0.0
20200728:0309,0.0,0.0,29.76,4.41,0.0
20200728:0409,0.0,0.0,29.06,4.55,0.0
20200728:0509,0.0,0.0,28.36,4.34,0.0
20200728:0609,104.35,13.72,28.32,4.14,0.0
20200728:0709,320.71,26.16,30.81,3.86,0.0
20200728:0809,553.18,38.78,33.87,4.34,0.0
20200728:0909,755.69,51.36,36.22,4.34,0.0
20200728:1009,895.09,63.46,37.93,4.34,0.0
20200728:1109,999.44,73.55,39.09,4.21,0.0
20200728:1209,999.99,75.95,39.89,3.93,0.0
20200728:1309,960.06,67.96,40.49,3.66,0.0
20200728:1409,832.17,56.36,40.85,3.24,0.0
20200728:1509,632.61,43.89,41.02,2.9,0.0
20200728:1609,401.84,31.25,40.96,2.62,0.0
20200728:1709,184.05,18.71,40.64,2.28,0.0
20200728:1809,38.01,6.49,40.16,1.93,0.0
20200728:1909,0.0,0.0,38.88,2.48,0.0
20200728:2009,0.0,0.0,37.26,3.31,0.0
20200728:2109,0.0,0.0,35.79,4.07,0.0
20200728:2209,0.0,0.0,34.43,4.76,0.0
20200728:2309,0.0,0.0,33.26,4.83,0.0
20200729:0009,0.0,0.0,32.05,4.21,0.0
20200729:0109,0.0,0.0,30.75,3.52,0.0
20200729:0209,0.0,0.0,29.45,3.24,0.0
20200729:0309,0.0,0.0,28.24,3.31,0.0
20200729:0409,0.0,0.0,27.19,3.24,0.0
20200729:0509,0.0,0.0,26.2,3.17,0.0
20200729:0609,102.97,13.61,25.99,3.1,0.0
20200729:0709,317.04,26.05,28.69,3.79,0.0
20200729:0809,551.24,38.68,30.93,4.55,0.0
20200729:0909,750.19,51.26,32.9,4.97,0.0
20200729:1009,888.19,63.33,34.66,5.45,0.0
20200729:1109,981.81,73.36,35.95,5.66,0.0
20200729:1209,991.95,75.72,36.88,5.72,0.0
20200729:1309,932.98,67.8,37.51,5.79,0.0
20200729:1409,809.05,56.24,37.89,5.93,0.0
20200729:1509,624.72,43.78,37.93,5.93,0.0
20200729:1609,399.63,31.14,37.65,5.93,0.0
20200729:1709,184.54,18.6,37.0,6.07,0.0
20200729:1809,37.11,6.36,36.02,6.0,0.0
20200729:1909,0.0,0.0,34.52,5.1,0.0
20200729:2009,0.0,0.0,33.27,4.55,0.0
20200729:2109,0.0,0.0,32.04,4.14,0.0
20200729:2209,0.0,0.0,30.8,3.93,0.0
20200729:2309,0.0,0.0,29.63,3.86,0.0
20200730:0009,0.0,0.0,28.52,3.79,0.0
20200730:0109,0.0,0.0,27.46,3.72,0.0
20200730:0209,0.0,0.0,26.46,3.72,0.0
20200730:0309,0.0,0.0,25.54,3.79,0.0
20200730:0409,0.0,0.0,24.7,3.72,0.0
20200730:0509,0.0,0.0,23.92,3.72,0.0
20200730:0609,102.68,13.49,23.9,3.66,0.0
20200730:0709,319.49,25.95,26.36,4.14,0.0
20200730:0809,548.65,38.58,28.51,4.76,0.0
20200730:0909,744.09,51.15,30.52,5.1,0.0
20200730:1009,884.33,63.19,32.33,5.45,0.0
20200730:1109,983.9,73.16,33.7,5.79,0.0
20200730:1209,982.93,75.49,34.74,5.93,0.0
20200730:1309,939.9,67.64,35.55,6.14,0.0
20200730:1409,824.09,56.11,36.09,6.28,0.0
20200730:1509,622.22,43.67,36.32,6.28,0.0
20200730:1609,404.52,31.03,36.19,6.21,0.0
20200730:1709,185.35,18.48,35.7,6.07,0.0
20200730:1809,36.2,6.23,34.86,5.66,0.0
20200730:1909,0.0,0.0,33.42,4.41,0.0
20200730:2009,0.0,0.0,32.22,3.93,0.0
20200730:2109,0.0,0.0,31.04,3.66,0.0
20200730:2209,0.0,0.0,29.93,3.59,0.0
20200730:2309,0.0,0.0,28.84,3.45,0.0
20200731:0009,0.0,0.0,27.79,3.31,0.0
20200731:0109,0.0,0.0,26.73,3.17,0.0
20200731:0209,0.0,0.0,25.74,3.1,0.0
20200731:0309,0.0,0.0,24.86,3.24,0.0
20200731:0409,0.0,0.0,24.05,3.38,0.0
20200731:0509,0.0,0.0,23.39,3.45,0.0
20200731:0609,102.2,13.38,23.51,3.24,0.0
20200731:0709,320.86,25.84,26.86,3.52,0.0
20200731:0809,558.28,38.48,29.79,4.14,0.0
20200731:0909,760.06,51.04,31.84,4.21,0.0
20200731:1009,895.83,63.06,33.52,4.21,0.0
20200731:1109,996.69,72.96,34.74,4.28,0.0
20200731:1209,989.87,75.26,35.77,4.21,0.0
20200731:1309,935.83,67.47,36.61,4.14,0.0
20200731:1409,820.13,55.97,37.29,4.28,0.0
20200731:1509,629.54,43.55,37.64,4.41,0.0
20200731:1609,401.53,30.91,37.65,4.62,0.0
20200731:1709,183.1,18.35,37.27,4.69,0.0
20200731:1809,34.39,6.09,36.51,4.48,0.0
20200731:1909,0.0,0.0,34.93,3.52,0.0
20200731:2009,0.0,0.0,33.62,3.38,0.0
20200731:2109,0.0,0.0,32.31,3.38,0.0
20200731:2209,0.0,0.0,31.02,3.03,0.0
20200731:2309,0.0,0.0,29.69,2.48,0.0
20200801:0009,0.0,0.0,28.12,1.86,0.0
20200801:0109,0.0,0.0,28.88,1.1,0.0
20200801:0209,0.0,0.0,28.96,0.55,0.0
20200801:0309,0.0,0.0,28.32,1.17,0.0
20200801:0409,0.0,0.0,24.79,2.21,0.0
20200801:0509,0.0,0.0,23.44,2.69,0.0
20200801:0609,102.29,13.27,23.3,2.69,0.0
20200801:0709,315.65,25.74,26.17,2.0,0.0
20200801:0809,548.38,38.37,31.11,1.72,0.0
20200801:0909,747.59,50.93,33.3,1.17,0.0
20200801:1009,894.0,62.92,34.97,1.17,0.0
20200801:1109,993.9,72.75,36.43,1.38,0.0
20200801:1209,980.72,75.01,37.66,1.52,0.0
20200801:1309,938.86,67.29,38.61,1.52,0.0
20200801:1409,823.11,55.83,39.28,1.52,0.0
20200801:1509,621.76,43.42,39.73,1.59,0.0
20200801:1609,403.59,30.78,39.88,1.86,0.0
20200801:1709,183.17,18.22,39.75,2.41,0.0
20200801:1809,34.39,5.95,39.22,3.66,0.0
20200801:1909,0.0,0.0,37.77,4.14,0.0
20200801:2009,0.0,0.0,36.28,4.0,0.0
20200801:2109,0.0,0.0,34.92,3.1,0.0
20200801:2209,0.0,0.0,33.59,2.34,0.0
20200801:2309,0.0,0.0,32.21,2.41,0.0
20200802:0009,0.0,0.0,30.99,2.97,0.0
20200802:0109,0.0,0.0,29.88,3.31,0.0
20200802:0209,0.0,0.0,28.93,3.66,0.0
20200802:0309,0.0,0.0,28.14,4.07,0.0
20200802:0409,0.0,0.0,27.55,4.34,0.0
20200802:0509,0.0,0.0,26.96,4.28,0.0
20200802:0609,102.13,13.15,26.91,3.86,0.0
20200802:0709,314.89,25.63,29.39,2.9,0.0
20200802:0809,551.22,38.27,33.46,3.31,0.0
20200802:0909,748.36,50.81,36.11,3.79,0.0
20200802:1009,904.66,62.78,38.05,3.86,0.0
20200802:1109,1005.84,72.54,39.49,3.93,0.0
20200802:1209,1011.05,74.77,40.46,4.14,0.0
20200802:1309,955.59,67.1,41.04,4.14,0.0
20200802:1409,827.62,55.69,41.36,4.14,0.0
20200802:1509,634.23,43.29,41.38,4.07,0.0
20200802:1609,415.08,30.65,41.15,3.86,0.0
20200802:1709,182.21,18.08,40.76,3.86,0.0
20200802:1809,31.68,5.8,40.02,4.14,0.0
20200802:1909,0.0,0.0,38.46,3.59,0.0
20200802:2009,0.0,0.0,36.89,4.0,0.0
20200802:2109,0.0,0.0,35.49,3.86,0.0
20200802:2209,0.0,0.0,34.24,3.59,0.0
20200802:2309,0.0,0.0,33.02,3.31,0.0
20200803:0009,0.0,0.0,31.84,3.38,0.0
20200803:0109,0.0,0.0,30.82,3.59,0.0
20200803:0209,0.0,0.0,29.91,3.66,0.0
20200803:0309,0.0,0.0,29.02,3.52,0.0
20200803:0409,0.0,0.0,28.17,3.45,0.0
20200803:0509,0.0,0.0,27.32,3.38,0.0
20200803:0609,93.99,13.04,27.08,3.17,0.0
20200803:0709,321.66,25.52,29.81,2.69,0.0
20200803:0809,520.38,38.16,33.52,2.97,0.0
20200803:0909,388.06,50.7,36.05,3.86,0.0
20200803:1009,878.99,62.63,38.01,5.03,0.0
20200803:1109,977.89,72.33,39.38,5.52,0.0
20200803:1209,970.36,74.51,40.45,5.59,0.0
20200803:1309,927.73,66.91,41.05,5.45,0.0
20200803:1409,804.69,55.54,41.36,5.45,0.0
20200803:1509,533.61,43.15,41.39,5.52,0.0
20200803:1609,297.66,30.52,41.23,5.66,0.0
20200803:1709,134.53,17.94,40.69,5.86,0.0
20200803:1809,20.82,5.65,39.78,5.86,0.0
20200803:1909,0.0,0.0,38.22,5.24,0.0
20200803:2009,0.0,0.0,36.69,5.45,0.0
20200803:2109,0.0,0.0,35.46,5.45,0.0
20200803:2209,0.0,0.0,34.35,5.38,0.0
20200803:2309,0.0,0.0,33.43,5.45,0.0
20200804:0009,0.0,0.0,32.58,5.17,0.0
20200804:0109,0.0,0.0,31.73,4.55,0.0
20200804:0209,0.0,0.0,30.92,3.52,0.0
20200804:0309,0.0,0.0,29.53,3.38,0.0
20200804:0409,0.0,0.0,28.52,3.72,0.0
20200804:0509,0.0,0.0,27.22,3.45,0.0
20200804:0609,100.35,12.92,26.56,2.9,0.0
20200804:0709,281.71,25.42,28.75,2.83,0.0
20200804:0809,519.64,38.06,31.86,2.9,0.0
20200804:0909,786.97,50.58,34.4,2.62,0.0
20200804:1009,930.31,62.49,36.35,1.31,0.0
20200804:1109,1007.34,72.11,37.71,0.62,0.0
20200804:1209,995.12,74.25,39.33,2.41,0.0
20200804:1309,956.94,66.72,40.37,3.03,0.0
20200804:1409,828.83,55.38,40.98,3.03,0.0
20200804:1509,630.58,43.01,41.23,2.97,0.0
20200804:1609,404.63,30.38,41.26,2.9,0.0
20200804:1709,179.62,17.8,40.97,2.9,0.0
20200804:1809,31.68,5.49,40.39,2.55,0.0
20200804:1909,0.0,0.0,39.04,2.07,0.0
20200804:2009,0.0,0.0,37.39,1.86,0.0
20200804:2109,0.0,0.0,35.41,2.14,0.0
20200804:2209,0.0,0.0,33.53,2.41,0.0
20200804:2309,0.0,0.0,31.84,2.9,0.0
20200805:0009,0.0,0.0,31.03,4.76,0.0
20200805:0109,0.0,0.0,30.09,6.14,0.0
20200805:0209,0.0,0.0,29.18,6.97,0.0
20200805:0309,0.0,0.0,28.01,6.41,0.0
20200805:0409,0.0,0.0,27.04,6.48,0.0
20200805:0509,0.0,0.0,26.25,6.97,0.0
20200805:0609,99.46,12.8,25.8,6.62,0.0
20200805:0709,294.61,25.31,26.5,7.17,0.0
20200805:0809,529.11,37.95,27.7,7.17,0.0
20200805:0909,720.76,50.47,29.42,7.1,0.0
20200805:1009,887.08,62.34,31.35,7.03,0.0
20200805:1109,981.2,71.89,33.19,6.76,0.0
20200805:1209,979.77,73.99,34.72,6.28,0.0
20200805:1309,935.93,66.51,35.86,5.59,0.0
20200805:1409,801.67,55.22,36.6,4.9,0.0
20200805:1509,609.52,42.86,36.93,4.34,0.0
20200805:1609,386.14,30.23,36.92,4.07,0.0
20200805:1709,173.9,17.65,36.53,4.21,0.0
20200805:1809,29.87,5.33,35.75,4.55,0.0
20200805:1909,0.0,0.0,34.21,4.41,0.0
20200805:2009,0.0,0.0,33.1,4.76,0.0
20200805:2109,0.0,0.0,32.02,4.48,0.0
20200805:2209,0.0,0.0,30.98,3.93,0.0
20200805:2309,0.0,0.0,30.01,3.31,0.0
20200806:0009,0.0,0.0,29.08,2.9,0.0
20200806:0109,0.0,0.0,28.14,2.62,0.0
20200806:0209,0.0,0.0,27.18,2.48,0.0
20200806:0309,0.0,0.0,26.26,2.41,0.0
20200806:0409,0.0,0.0,25.42,2.41,0.0
20200806:0509,0.0,0.0,24.66,2.55,0.0
20200806:0609,98.95,12.69,24.51,2.55,0.0
20200806:0709,301.78,25.2,26.45,3.52,0.0
20200806:0809,538.83,37.84,27.92,4.41,0.0
20200806:0909,717.75,50.35,29.54,4.76,0.0
20200806:1009,883.15,62.18,31.18,4.76,0.0
20200806:1109,987.51,71.67,32.68,4.41,0.0
20200806:1209,980.94,73.72,33.99,4.14,0.0
20200806:1309,947.13,66.3,35.05,3.79,0.0
20200806:1409,822.88,55.05,35.73,3.1,0.0
20200806:1509,612.82,42.71,36.06,2.34,0.0
20200806:1609,391.92,30.08,36.22,2.41,0.0
20200806:1709,173.42,17.49,36.08,3.1,0.0
20200806:1809,28.96,5.16,35.56,3.86,0.0
20200806:1909,0.0,0.0,34.19,4.83,0.0
20200806:2009,0.0,0.0,33.27,5.03,0.0
20200806:2109,0.0,0.0,32.29,5.17,0.0
20200806:2209,0.0,0.0,31.3,5.1,0.0
20200806:2309,0.0,0.0,30.32,4.69,0.0
20200807:0009,0.0,0.0,29.33,4.28,0.0
20200807:0109,0.0,0.0,28.43,3.79,0.0
20200807:0209,0.0,0.0,27.55,3.31,0.0
20200807:0309,0.0,0.0,26.69,2.9,0.0
20200807:0409,0.0,0.0,25.85,2.69,0.0
20200807:0509,0.0,0.0,25.03,2.62,0.0
20200807:0609,98.52,12.57,24.74,2.41,0.0
20200807:0709,310.02,25.09,27.13,3.52,0.0
20200807:0809,547.55,37.74,28.8,4.48,0.0
20200807:0909,729.46,50.23,30.46,4.76,0.0
20200807:1009,902.51,62.03,31.98,4.76,0.0
20200807:1109,992.95,71.44,33.27,4.41,0.0
20200807:1209,980.01,73.44,34.37,4.14,0.0
20200807:1309,931.14,66.09,35.22,3.79,0.0
20200807:1409,809.59,54.87,35.8,3.31,0.0
20200807:1509,611.88,42.55,36.06,2.97,0.0
20200807:1609,393.25,29.92,36.14,3.03,0.0
20200807:1709,174.67,17.33,35.9,3.52,0.0
20200807:1809,28.06,4.99,35.29,4.07,0.0
20200807:1909,0.0,0.0,34.17,4.14,0.0
20200807:2009,0.0,0.0,33.18,4.28,0.0
20200807:2109,0.0,0.0,32.09,4.07,0.0
20200807:2209,0.0,0.0,31.0,3.52,0.0
20200807:2309,0.0,0.0,29.93,2.97,0.0
20200808:0009,0.0,0.0,28.89,2.55,0.0
20200808:0109,0.0,0.0,27.81,2.28,0.0
20200808:0209,0.0,0.0,26.74,2.14,0.0
20200808:0309,0.0,0.0,25.71,1.93,0.0
20200808:0409,0.0,0.0,25.24,1.66,0.0
20200808:0509,0.0,0.0,25.52,1.24,0.0
20200808:0609,97.75,12.45,26.21,0.9,0.0
20200808:0709,312.08,24.98,26.94,1.24,0.0
20200808:0809,548.77,37.63,29.59,1.72,0.0
20200808:0909,727.69,50.11,31.31,2.14,0.0
20200808:1009,899.84,61.87,32.77,2.07,0.0
20200808:1109,983.98,71.21,33.92,1.93,0.0
20200808:1209,975.83,73.17,34.88,1.72,0.0
20200808:1309,942.64,65.87,35.59,1.52,0.0
20200808:1409,806.86,54.69,36.16,1.52,0.0
20200808:1509,619.28,42.39,36.59,1.79,0.0
20200808:1609,399.1,29.76,36.86,2.34,0.0
20200808:1709,173.93,17.17,36.9,3.17,0.0
20200808:1809,26.25,4.82,36.51,4.14,0.0
20200808:1909,0.0,0.0,35.62,5.1,0.0
20200808:2009,0.0,0.0,34.41,4.9,0.0
20200808:2109,0.0,0.0,33.06,4.41,0.0
20200808:2209,0.0,0.0,31.63,3.93,0.0
20200808:2309,0.0,0.0,30.25,3.17,0.0
20200809:0009,0.0,0.0,28.94,2.41,0.0
20200809:0109,0.0,0.0,27.48,1.79,0.0
20200809:0209,0.0,0.0,27.17,1.31,0.0
20200809:0309,0.0,0.0,26.82,1.31,0.0
20200809:0409,0.0,0.0,26.32,1.31,0.0
20200809:0509,0.0,0.0,23.83,2.07,0.0
20200809:0609,98.25,12.34,23.13,2.83,0.0
20200809:0709,321.8,24.88,25.92,3.31,0.0
20200809:0809,563.92,37.52,28.64,3.45,0.0
20200809:0909,740.7,49.99,30.41,2.83,0.0
20200809:1009,920.53,61.71,31.75,1.72,0.0
20200809:1109,1007.16,70.97,32.93,1.1,0.0
20200809:1209,986.46,72.88,34.08,1.24,0.0
20200809:1309,953.23,65.64,35.16,2.14,0.0
20200809:1409,828.93,54.51,36.0,3.17,0.0
20200809:1509,625.95,42.22,36.46,4.28,0.0
20200809:1609,399.28,29.6,36.46,5.17,0.0
20200809:1709,175.69,17.0,35.98,5.66,0.0
20200809:1809,25.34,4.64,35.17,5.45,0.0
20200809:1909,0.0,0.0,33.77,4.21,0.0
20200809:2009,0.0,0.0,32.67,3.79,0.0
20200809:2109,0.0,0.0,31.48,3.52,0.0
20200809:2209,0.0,0.0,30.28,3.24,0.0
20200809:2309,0.0,0.0,29.09,2.9,0.0
20200810:0009,0.0,0.0,27.89,2.62,0.0
20200810:0109,0.0,0.0,26.58,2.21,0.0
20200810:0209,0.0,0.0,25.51,1.86,0.0
20200810:0309,0.0,0.0,25.51,1.52,0.0
20200810:0409,0.0,0.0,26.18,1.17,0.0
20200810:0509,0.0,0.0,26.04,1.03,0.0
20200810:0609,97.18,12.22,25.68,1.03,0.0
20200810:0709,311.06,24.77,24.91,1.66,0.0
20200810:0809,543.37,37.41,28.36,2.69,0.0
20200810:0909,729.89,49.86,30.3,3.66,0.0
20200810:1009,897.34,61.55,31.79,3.72,0.0
20200810:1109,986.63,70.73,32.99,3.79,0.0
20200810:1209,978.14,72.59,33.91,3.79,0.0
20200810:1309,940.03,65.4,34.55,3.31,0.0
20200810:1409,799.04,54.31,34.95,2.83,0.0
20200810:1509,616.53,42.04,35.19,2.41,0.0
20200810:1609,394.83,29.43,35.22,2.41,0.0
20200810:1709,174.32,16.82,35.03,2.9,0.0
20200810:1809,24.44,4.45,34.53,3.66,0.0
20200810:1909,0.0,0.0,33.53,3.93,0.0
20200810:2009,0.0,0.0,32.43,4.34,0.0
20200810:2109,0.0,0.0,31.32,4.48,0.0
20200810:2209,0.0,0.0,30.21,4.41,0.0
20200810:2309,0.0,0.0,29.17,4.14,0.0
20200811:0009,0.0,0.0,28.13,3.72,0.0
20200811:0109,0.0,0.0,27.09,3.1,0.0
20200811:0209,0.0,0.0,25.99,2.69,0.0
20200811:0309,0.0,0.0,24.74,2.14,0.0
20200811:0409,0.0,0.0,24.51,1.52,0.0
20200811:0509,0.0,0.0,24.63,1.31,0.0
20200811:0609,97.26,12.1,23.1,1.79,0.0
20200811:0709,319.1,24.66,25.39,2.28,0.0
20200811:0809,556.63,37.3,28.6,3.52,0.0
20200811:0909,742.02,49.74,30.43,4.48,0.0
20200811:1009,912.16,61.39,31.92,4.9,0.0
20200811:1109,997.57,70.48,33.16,5.03,0.0
20200811:1209,994.53,72.3,34.27,5.24,0.0
20200811:1309,954.96,65.16,35.22,5.52,0.0
20200811:1409,820.44,54.12,35.87,5.93,0.0
20200811:1509,631.33,41.86,36.12,6.28,0.0
20200811:1609,400.49,29.26,35.96,6.48,0.0
20200811:1709,172.35,16.64,35.42,6.62,0.0
20200811:1809,22.63,4.26,34.46,6.14,0.0
20200811:1909,0.0,0.0,32.8,5.1,0.0
20200811:2009,0.0,0.0,31.61,4.41,0.0
20200811:2109,0.0,0.0,30.42,3.66,0.0
20200811:2209,0.0,0.0,29.24,3.03,0.0
20200811:2309,0.0,0.0,28.06,2.69,0.0
20200812:0009,0.0,0.0,26.79,2.41,0.0
20200812:0109,0.0,0.0,25.48,2.14,0.0
20200812:0209,0.0,0.0,24.47,2.21,0.0
20200812:0309,0.0,0.0,23.67,2.55,0.0
20200812:0409,0.0,0.0,22.95,2.9,0.0
20200812:0509,0.0,0.0,22.3,3.03,0.0
20200812:0609,96.58,11.99,22.23,3.1,0.0
20200812:0709,305.5,24.55,25.31,2.9,0.0
20200812:0809,540.82,37.18,29.19,3.86,0.0
20200812:0909,726.08,49.61,31.17,4.28,0.0
20200812:1009,893.83,61.22,32.88,4.21,0.0
20200812:1109,976.7,70.24,34.38,3.93,0.0
20200812:1209,978.73,72.0,35.62,3.86,0.0
20200812:1309,923.69,64.92,36.56,3.93,0.0
20200812:1409,793.12,53.91,37.22,4.0,0.0
20200812:1509,614.37,41.68,37.54,4.14,0.0
20200812:1609,387.35,29.08,37.51,4.28,0.0
20200812:1709,167.88,16.46,37.12,4.34,0.0
20200812:1809,20.82,4.07,36.36,4.21,0.0
20200812:1909,0.0,0.0,34.76,3.79,0.0
20200812:2009,0.0,0.0,33.48,3.59,0.0
20200812:2109,0.0,0.0,32.2,3.17,0.0
20200812:2209,0.0,0.0,30.96,2.83,0.0
20200812:2309,0.0,0.0,29.57,2.34,0.0
20200813:0009,0.0,0.0,28.19,2.0,0.0
20200813:0109,0.0,0.0,28.12,1.59,0.0
20200813:0209,0.0,0.0,27.95,1.52,0.0
20200813:0309,0.0,0.0,26.28,1.93,0.0
20200813:0409,0.0,0.0,24.62,2.48,0.0
20200813:0509,0.0,0.0,23.9,2.97,0.0
20200813:0609,97.34,11.87,23.86,3.17,0.0
20200813:0709,310.85,24.44,26.59,2.83,0.0
20200813:0809,543.94,37.07,30.84,3.59,0.0
20200813:0909,738.47,49.48,33.11,4.0,0.0
20200813:1009,902.53,61.05,34.92,4.14,0.0
20200813:1109,974.64,69.98,36.3,3.86,0.0
20200813:1209,1005.93,71.7,37.36,3.66,0.0
20200813:1309,954.71,64.67,38.27,3.86,0.0
20200813:1409,814.91,53.7,38.87,4.14,0.0
20200813:1509,620.27,41.49,39.15,4.34,0.0
